INDEX,S1,S2,S3,S4
51350,4,12,12,-6
51351,-14,0,0,-10
51352,8,-15,15,-15
51353,2,-13,-9,14
51354,5,-10,3,1
51355,3,3,-12,12
51356,11,2,-4,-6
51357,-7,-5,-15,-3
51358,7,4,-4,15
51359,-7,7,13,6
51360,-11,-3,-8,2
51361,1,-12,10,-14
51362,-1,-11,15,-7
51363,-5,-1,12,9
51364,13,15,-8,-9
51365,10,0,2,-3
51366,-1,0,12,11
51367,-6,15,-10,10
51368,10,-10,6,6
51369,-10,7,-14,-4
51370,3,9,4,3
51371,8,-5,-15,-13
51372,5,10,15,13
51373,9,12,-14,-10
51374,0,-10,-2,1
51375,-4,3,-3,-3
51376,12,-4,-4,-14
51377,-9,0,-12,-2
51378,-5,13,4,14
51379,0,-13,9,-5
51380,-11,-6,-8,10
51381,-8,5,-2,13
51382,6,-12,-13,-7
51383,4,-10,3,-15
51384,11,15,-12,11
51385,11,8,1,6
51386,9,11,-4,-5
51387,-12,-2,0,5
51388,-5,12,-10,0
51389,-12,9,2,5
51390,6,0,6,-8
51391,8,-4,-13,-7
51392,1,15,-11,-4
51393,1,14,6,-8
51394,-7,15,-3,13
51395,-6,7,1,-14
51396,3,3,-8,-4
51397,2,1,-2,7
51398,-1,2,8,-14
51399,-5,15,-8,-4
51400,8,-1,-8,-4
51401,-8,-11,-5,5
51402,-10,-5,7,-8
51403,12,-2,14,-11
51404,-2,9,-11,-2
51405,-3,5,11,-11
51406,15,11,-11,5
51407,-7,1,1,12
51408,6,5,-10,13
51409,6,-15,-15,-9
51410,-15,-13,-4,15
51411,6,-5,5,-7
51412,1,9,14,12
51413,7,9,-2,4
51414,-6,13,-9,-4
51415,-11,-15,0,-13
51416,5,15,15,-13
51417,7,-4,13,11
51418,8,-2,10,-9
51419,-3,5,14,-8
51420,13,-15,14,-6
51421,-6,-3,-12,-12
51422,7,9,5,-10
51423,9,-2,11,13
51424,5,-5,6,-8
51425,-5,4,2,10
51426,-7,6,10,-12
51427,11,12,-10,-7
51428,4,15,2,14
51429,-6,10,-5,-15
51430,-9,3,8,-2
51431,9,4,-10,2
51432,4,-7,-15,-4
51433,-1,3,-15,-12
51434,5,-2,15,-3
51435,0,-14,-13,-10
51436,-9,-12,-6,14
51437,8,5,-1,-14
51438,3,-12,8,4
51439,-3,-15,5,-10
51440,3,-9,1,11
51441,-12,5,-1,11
51442,2,10,-1,12
51443,0,-8,-3,2
51444,-14,-13,7,4
51445,-15,-11,-9,9
51446,-11,-2,1,-3
51447,4,-1,-5,-12
51448,15,0,0,1
51449,-1,4,-11,6
51450,-1,8,7,-2
51451,-15,-9,-1,-6
51452,-15,2,11,7
51453,5,-7,13,7
51454,4,1,14,-1
51455,-9,3,1,0
51456,-5,14,-2,-13
51457,11,-11,14,-9
51458,-6,-5,-11,7
51459,8,0,-2,-13
51460,-15,-15,-11,-2
51461,10,4,8,-10
51462,2,-11,-5,3
51463,3,-9,2,2
51464,5,12,2,-1
51465,0,7,-9,-7
51466,-8,2,15,14
51467,-11,9,14,-2
51468,-1,11,6,-7
51469,-11,7,-6,-3
51470,-14,-3,15,4
51471,4,14,-8,-1
51472,-11,2,-8,-15
51473,5,13,4,4
51474,-3,-15,4,-11
51475,-13,13,-1,6
51476,-1,-2,-14,-9
51477,-6,-13,11,-1
51478,-10,-2,-13,3
51479,-1,9,-7,11
51480,4,-6,7,7
51481,-1,-5,10,-5
51482,11,-12,-3,12
51483,-15,-2,2,-8
51484,-6,9,-7,-5
51485,-9,-5,-3,14
51486,1,15,-14,-10
51487,-3,-7,-5,-2
51488,15,-2,-10,-6
51489,14,-8,2,-2
51490,-13,-4,-11,-4
51491,6,-6,10,-12
51492,10,15,-15,-10
51493,6,-2,-4,-10
51494,-13,8,-9,-11
51495,11,-4,10,13
51496,13,0,-7,12
51497,-7,-3,7,-6
51498,11,4,9,-12
51499,3,-2,-12,-15
51500,-1,14,-12,-8
51501,13,9,6,4
51502,-15,4,13,-1
51503,10,0,8,-8
51504,-10,-7,-15,-12
51505,5,-1,-1,10
51506,-1,-13,10,-5
51507,-15,9,10,3
51508,-1,8,11,6
51509,8,-8,13,11
51510,-6,-11,-15,12
51511,-13,-2,-5,10
51512,-10,-4,-8,-1
51513,1,-7,-4,0
51514,-15,-12,15,10
51515,8,6,13,-15
51516,-11,10,1,4
51517,-14,5,2,14
51518,1,-14,-3,11
51519,2,-8,-4,11
51520,-11,-3,-7,11
51521,8,-15,8,10
51522,-6,5,-8,14
51523,-9,15,3,-1
51524,14,0,13,0
51525,11,-8,-11,-5
51526,-8,0,-14,-8
51527,5,3,0,-5
51528,2,6,-7,-11
51529,15,10,2,-2
51530,13,13,3,4
51531,-2,0,12,-13
51532,11,-4,9,9
51533,13,1,-12,-14
51534,14,11,8,-14
51535,-1,-3,10,-2
51536,-15,14,11,-11
51537,1,14,10,-13
51538,-7,-3,-5,12
51539,-1,9,-4,9
51540,-12,-13,4,0
51541,4,4,-7,7
51542,5,-14,10,15
51543,11,-15,12,-10
51544,12,14,-3,-10
51545,5,7,-15,7
51546,-13,-9,-7,8
51547,2,3,2,1
51548,5,-10,-11,-15
51549,6,-12,5,6
51550,15,4,-5,-7
51551,-8,-3,-1,-11
51552,6,15,12,-7
51553,5,-7,-4,12
51554,5,-1,13,2
51555,15,-15,-4,7
51556,2,7,-12,-4
51557,-11,6,-13,-10
51558,8,-7,-3,-6
51559,1,3,0,15
51560,11,5,-6,-2
51561,15,-6,0,3
51562,-2,1,-13,11
51563,15,-9,8,4
51564,3,11,7,-13
51565,4,7,-4,0
51566,-3,-9,2,-7
51567,6,4,4,-13
51568,-13,-13,0,13
51569,-8,-2,-12,-11
51570,15,-11,-2,-10
51571,2,7,7,8
51572,0,-15,-3,-6
51573,-9,15,-13,-11
51574,-11,-13,-12,1
51575,15,14,0,-10
51576,1,4,9,-12
51577,14,-15,13,13
51578,-5,9,-1,13
51579,-15,0,13,-12
51580,-1,-5,2,12
51581,10,10,-3,2
51582,-11,-11,10,13
51583,0,14,13,2
51584,1,10,-10,-12
51585,-11,-1,11,-1
51586,13,-1,-5,-9
51587,-14,10,-12,-11
51588,10,-9,6,-8
51589,15,-10,-11,-14
51590,-5,-12,11,15
51591,8,-8,10,-3
51592,-14,9,-10,7
51593,0,-7,12,14
51594,6,13,9,3
51595,-12,0,-4,-2
51596,13,-2,-6,-8
51597,-11,4,9,11
51598,1,-15,7,0
51599,-1,-12,-6,11
51600,2,5,3,12
51601,5,5,-15,0
51602,9,7,0,8
51603,14,-4,-12,11
51604,15,-6,14,12
51605,2,8,11,8
51606,-7,5,7,10
51607,-15,-12,2,5
51608,-14,-12,14,5
51609,-7,-15,-3,6
51610,14,11,0,13
51611,-1,-6,9,-10
51612,5,-13,-9,11
51613,-15,7,-1,1
51614,-1,8,5,12
51615,-4,-12,8,-15
51616,-2,5,-9,-3
51617,8,10,7,-2
51618,6,-2,2,-13
51619,0,11,0,13
51620,-12,-14,-15,10
51621,5,-3,5,9
51622,-3,15,11,-4
51623,15,-7,11,15
51624,9,-1,12,7
51625,14,14,11,-8
51626,4,-10,12,5
51627,-14,-8,1,-14
51628,-11,-8,6,11
51629,-5,9,4,2
51630,-5,14,-14,1
51631,-6,-3,-2,3
51632,-1,-13,6,-7
51633,3,-2,-14,-15
51634,3,-5,12,-8
51635,-9,14,8,-11
51636,-6,3,7,3
51637,13,1,10,7
51638,-15,-3,-13,-5
51639,-14,-14,6,3
51640,10,-3,10,-1
51641,12,13,-1,-10
51642,14,8,14,13
51643,7,7,5,-15
51644,-12,-7,-1,7
51645,-5,-7,-2,-2
51646,-1,-14,3,9
51647,-10,-10,0,10
51648,-8,-1,4,10
51649,-2,12,-10,14
51650,-14,-3,-15,11
51651,9,-6,13,-10
51652,-6,-8,-8,8
51653,-12,5,-8,-12
51654,-1,-6,7,0
51655,-3,-2,1,-5
51656,15,8,0,3
51657,-11,15,2,-3
51658,4,7,2,3
51659,-1,4,6,11
51660,12,-15,-8,-7
51661,9,-5,13,1
51662,-8,9,-2,-5
51663,-14,13,-2,-4
51664,5,-3,-4,-2
51665,-2,-11,7,-6
51666,-3,-10,8,-12
51667,12,7,-2,12
51668,14,2,15,-6
51669,-9,-4,5,13
51670,13,4,6,-15
51671,-14,3,2,15
51672,-3,6,4,11
51673,-11,-8,-8,5
51674,8,-14,-5,-14
51675,3,12,-8,1
51676,-10,-11,-14,-7
51677,-7,15,13,-7
51678,0,-10,-12,13
51679,2,8,12,11
51680,10,-12,-10,-5
51681,-12,5,-1,1
51682,-12,8,14,-1
51683,-2,-15,8,-10
51684,-6,1,5,-10
51685,-15,2,5,-4
51686,-7,14,7,2
51687,10,-7,15,-5
51688,-14,-4,-11,11
51689,9,-7,6,-1
51690,-4,6,7,3
51691,2,11,9,3
51692,-12,0,-6,-9
51693,-3,4,0,12
51694,5,14,-2,-15
51695,-10,-7,-15,12
51696,0,10,-9,-15
51697,-1,-5,-7,9
51698,-13,-12,-14,-6
51699,2,-4,-13,8
51700,12,1,14,12
51701,8,-15,1,10
51702,-12,-2,-5,-5
51703,7,-9,6,12
51704,-8,8,-6,-1
51705,0,4,-12,-11
51706,-4,-10,10,-2
51707,15,-12,15,-15
51708,-6,-6,-13,-13
51709,-3,-2,5,7
51710,14,4,15,-13
51711,-8,9,-6,3
51712,-5,2,-1,-8
51713,6,-8,0,9
51714,13,-5,-13,0
51715,-8,4,11,-2
51716,12,14,2,-11
51717,0,-1,-10,3
51718,13,-13,3,-13
51719,8,-10,14,-1
51720,-13,14,-14,-10
51721,-14,-6,-15,-6
51722,-13,11,-5,-15
51723,-6,-5,5,-10
51724,-11,7,9,12
51725,-15,-9,1,-10
51726,-9,-10,6,12
51727,-1,-8,8,3
51728,0,-15,5,-14
51729,-1,-3,3,-12
51730,1,-14,3,-10
51731,9,-14,-6,-10
51732,-2,14,9,-4
51733,-10,15,6,-14
51734,-3,3,-4,-9
51735,10,13,-4,-7
51736,-6,11,3,-6
51737,-4,-10,13,6
51738,-12,-11,-2,5
51739,-3,2,-15,10
51740,9,4,15,-8
51741,14,5,5,-2
51742,1,-14,-4,9
51743,7,-5,9,4
51744,13,15,-2,-8
51745,-15,-3,0,14
51746,-7,0,8,1
51747,-14,7,15,-7
51748,13,13,1,-14
51749,8,-11,-3,-4
51750,-13,-4,4,10
51751,2,13,-3,12
51752,3,-8,4,13
51753,2,4,10,0
51754,0,-9,11,-14
51755,1,5,2,4
51756,-1,7,-1,0
51757,-3,-1,13,14
51758,-15,10,10,8
51759,4,-5,5,12
51760,-10,6,-2,7
51761,9,4,13,10
51762,-1,-14,-14,5
51763,0,-6,-13,13
51764,-11,15,12,-3
51765,12,11,-13,-10
51766,-13,-5,2,-10
51767,-15,0,-6,-15
51768,-10,2,-14,-6
51769,-14,-12,5,13
51770,-14,-11,12,-3
51771,-6,7,-1,-9
51772,-11,-3,8,-9
51773,-14,-6,-2,7
51774,12,9,-4,-3
51775,12,3,4,-7
51776,3,-9,9,-9
51777,-11,14,4,-9
51778,9,-1,-14,0
51779,3,9,-15,14
51780,-10,8,2,-5
51781,9,9,-3,-4
51782,-8,10,-10,-2
51783,-11,9,-10,-5
51784,8,-4,-7,-13
51785,-12,12,-12,-6
51786,-6,-11,-14,15
51787,1,12,5,-1
51788,7,9,0,13
51789,-7,11,11,-6
51790,-10,14,12,5
51791,3,-11,9,3
51792,-5,11,9,4
51793,6,6,13,-14
51794,2,-9,-14,9
51795,-5,1,-2,-2
51796,-12,3,-6,-9
51797,14,11,-10,-5
51798,3,8,14,2
51799,-15,0,-5,3
51800,2,-1,-15,13
51801,-1,14,-11,4
51802,-1,-14,-6,8
51803,4,8,-9,11
51804,10,3,12,3
51805,13,5,12,-11
51806,-14,11,-15,5
51807,2,2,9,-6
51808,9,-13,-12,9
51809,-15,-5,-8,-14
51810,-12,-15,14,-1
51811,-3,-15,8,5
51812,10,-14,14,3
51813,10,-8,-13,8
51814,-12,12,-14,-2
51815,-3,-2,12,-10
51816,-3,-10,5,13
51817,14,15,12,-4
51818,-15,12,-9,5
51819,-4,8,-3,8
51820,11,5,-7,14
51821,15,10,6,-10
51822,-4,-9,14,-6
51823,-13,6,-12,-1
51824,5,6,13,14
51825,2,13,-4,9
51826,-5,-10,10,9
51827,8,-15,-2,6
51828,9,-13,15,3
51829,-2,10,8,-13
51830,3,1,-6,1
51831,12,11,4,10
51832,-3,0,-2,-9
51833,-9,-14,5,8
51834,9,0,7,6
51835,0,13,12,-9
51836,-14,-1,11,-11
51837,7,-5,-2,13
51838,-1,-7,1,-11
51839,4,1,-10,-13
51840,-1,2,-12,-7
51841,-8,4,-1,-4
51842,1,-8,14,-15
51843,7,8,-5,5
51844,15,11,4,-3
51845,-10,-12,6,-2
51846,2,-9,-12,-3
51847,1,8,-4,15
51848,10,-12,-1,8
51849,4,12,-8,5
51850,3,-2,0,6
51851,9,7,-2,-6
51852,-4,-10,-15,1
51853,8,14,-14,-14
51854,-9,11,14,-7
51855,0,2,-7,-11
51856,2,10,10,7
51857,-10,11,8,2
51858,-6,2,-7,-6
51859,-1,10,-13,1
51860,9,-14,-8,13
51861,10,-6,-3,2
51862,10,-14,12,7
51863,-3,-15,9,9
51864,10,-5,-11,-2
51865,12,2,0,-11
51866,10,-6,14,-15
51867,-10,0,-13,0
51868,10,14,13,3
51869,-5,-6,-7,3
51870,2,0,11,8
51871,0,-5,-7,-3
51872,-15,1,9,-7
51873,4,-7,8,9
51874,5,11,9,3
51875,6,8,-12,14
51876,1,4,15,8
51877,5,-13,14,-7
51878,-8,-8,6,-11
51879,0,14,-6,11
51880,-14,7,-3,7
51881,13,-12,8,10
51882,14,5,-1,7
51883,1,-6,4,12
51884,2,5,15,15
51885,-6,15,6,-1
51886,-11,1,7,-14
51887,-14,-12,1,-13
51888,-13,-7,-15,3
51889,-7,-15,5,-8
51890,-5,14,-15,11
51891,-3,-5,-8,7
51892,1,5,-11,-14
51893,6,7,-7,-9
51894,9,12,-7,-12
51895,5,13,-6,0
51896,5,-11,-15,-5
51897,6,14,-5,14
51898,-5,-7,-9,-7
51899,3,-8,4,-9
51900,2,9,0,5
51901,-8,7,-8,-3
51902,-4,-15,-7,2
51903,-9,9,-11,-3
51904,10,13,10,-11
51905,-1,-4,-4,-1
51906,-7,9,-5,9
51907,4,-8,-11,0
51908,-8,0,7,12
51909,-5,-11,7,11
51910,2,-7,-3,-4
51911,-7,-9,-9,-7
51912,-14,2,11,14
51913,-6,-8,6,-4
51914,-11,-3,-10,8
51915,-5,10,-7,-7
51916,7,-9,-11,0
51917,-3,10,-12,-5
51918,-1,-2,-7,-4
51919,-5,-3,-4,-14
51920,-8,-10,9,8
51921,-6,-13,-13,9
51922,-13,-12,2,6
51923,5,9,15,0
51924,-5,-5,-14,-5
51925,7,-5,4,-9
51926,3,7,-3,5
51927,13,12,0,-4
51928,9,-15,0,-9
51929,-3,-9,7,-1
51930,-13,-8,3,-1
51931,1,-2,13,8
51932,-5,6,5,-14
51933,-11,13,-13,0
51934,-5,-8,8,-7
51935,8,5,15,-11
51936,12,6,3,-10
51937,-6,10,10,-9
51938,-6,15,-7,15
51939,-3,5,13,4
51940,8,-9,8,-3
51941,-7,6,3,9
51942,14,11,2,-15
51943,-12,-13,-3,-5
51944,7,-7,-15,-4
51945,8,11,3,-7
51946,-15,-13,7,3
51947,1,5,3,-4
51948,6,-15,-4,15
51949,5,-8,15,-3
51950,1,12,2,-4
51951,-12,-10,-11,9
51952,0,-5,-15,-1
51953,2,10,10,4
51954,5,-4,-9,-13
51955,2,7,-4,-1
51956,13,-14,10,-5
51957,-13,7,-7,-12
51958,9,4,-8,8
51959,8,-10,-15,-1
51960,8,12,2,14
51961,3,-8,-12,5
51962,-10,10,-4,-15
51963,14,5,-11,9
51964,15,13,-13,-8
51965,-6,6,-1,8
51966,-6,2,-11,-2
51967,-3,-5,-4,0
51968,6,-3,-10,3
51969,-1,-13,3,7
51970,13,1,-4,4
51971,-6,11,15,7
51972,-9,-8,-14,-5
51973,12,12,15,-13
51974,7,-14,8,0
51975,3,7,14,15
51976,0,-8,5,0
51977,1,-11,-12,-5
51978,-3,0,-12,1
51979,-12,-13,3,7
51980,-13,14,6,3
51981,-14,2,-9,-1
51982,8,8,-1,-4
51983,7,11,-11,-7
51984,8,-10,12,3
51985,4,15,-5,-3
51986,-3,-8,-1,9
51987,-14,-9,-8,5
51988,-9,0,-3,-5
51989,9,-5,-4,12
51990,0,-2,12,1
51991,-10,11,2,-11
51992,-5,-10,-10,10
51993,8,-3,4,-2
51994,0,9,8,-4
51995,11,-9,-11,-13
51996,-8,-2,-6,4
51997,-12,2,0,14
51998,-13,-7,7,2
51999,13,-13,10,-15
52000,11,14,-4,-3
52001,-15,13,15,-9
52002,-7,15,15,15
52003,1,-3,2,13
52004,-3,11,0,-12
52005,5,-3,2,0
52006,2,15,1,2
52007,0,-1,-1,-1
52008,-12,-14,12,1
52009,-8,11,-14,-8
52010,9,15,12,14
52011,-12,10,14,-11
52012,11,-10,-9,-9
52013,-7,-13,13,-12
52014,-15,12,-8,3
52015,7,12,-8,6
52016,-10,-11,12,-14
52017,-13,13,-10,-9
52018,-10,2,7,-15
52019,-15,14,10,10
52020,-12,-7,-3,-4
52021,-14,8,2,-9
52022,7,6,9,9
52023,-6,-14,8,-13
52024,-7,-10,15,-10
52025,4,1,12,10
52026,2,3,14,5
52027,1,5,10,15
52028,-5,-5,-7,5
52029,1,-12,-10,11
52030,-5,-14,-2,8
52031,-13,-7,8,1
52032,11,-7,8,-3
52033,-7,-14,13,-11
52034,-1,11,11,5
52035,-11,-15,0,4
52036,6,2,1,4
52037,11,15,-13,-12
52038,-15,-11,-9,-9
52039,-15,-8,-11,-8
52040,10,11,-3,-3
52041,-9,11,5,13
52042,3,-4,11,-2
52043,8,-3,8,-7
52044,11,-12,-10,-2
52045,3,1,0,-7
52046,-14,-7,12,0
52047,2,-5,1,11
52048,-14,1,9,-6
52049,13,-14,4,-1
52050,-10,-8,-8,4
52051,1,10,-5,9
52052,13,-4,10,13
52053,-14,-11,10,-12
52054,-4,8,-5,-7
52055,-2,10,9,10
52056,-2,-12,8,2
52057,-7,8,3,-15
52058,1,-13,10,7
52059,-7,6,-7,0
52060,9,-15,-1,-10
52061,-1,2,8,-15
52062,-4,5,8,12
52063,7,-6,-8,7
52064,-11,15,7,-4
52065,10,-5,-8,-6
52066,-4,-10,10,6
52067,-3,-4,14,12
52068,-9,-6,-8,-1
52069,15,15,-15,-4
52070,8,-14,-5,-13
52071,-6,9,-10,-12
52072,-9,7,15,-4
52073,5,3,-5,14
52074,-14,7,-7,-14
52075,-14,5,1,-11
52076,13,14,-10,-7
52077,12,15,-3,-8
52078,6,14,-8,12
52079,-1,-4,14,0
52080,-1,12,-14,-1
52081,4,13,-12,-11
52082,-12,1,-7,11
52083,-9,-6,14,9
52084,-13,-15,2,12
52085,-6,5,11,-8
52086,8,-4,-5,2
52087,-15,-11,2,3
52088,-6,4,-7,11
52089,5,7,2,11
52090,8,12,-9,14
52091,5,10,-5,14
52092,6,11,4,-12
52093,-4,6,-5,5
52094,-13,5,4,2
52095,10,-13,14,-8
52096,11,-9,13,-9
52097,3,-6,-8,-12
52098,14,1,-1,-10
52099,0,-7,-5,1
52100,12,-8,-12,-10
52101,12,4,-10,4
52102,-15,9,-7,7
52103,-6,12,-13,10
52104,-14,2,13,-5
52105,14,-12,-6,-1
52106,-13,0,-10,14
52107,12,-11,-13,-9
52108,3,3,-9,4
52109,13,-14,-12,1
52110,4,6,-7,-5
52111,-1,-1,3,-4
52112,-7,-7,6,-1
52113,-2,2,-5,-13
52114,8,8,-14,-9
52115,-1,10,-14,9
52116,-9,15,-5,-13
52117,4,-9,7,-10
52118,-6,5,0,1
52119,-4,11,-14,-11
52120,14,8,5,11
52121,-4,-9,7,8
52122,-15,-2,7,6
52123,-5,2,10,-12
52124,-15,-3,-6,11
52125,-11,-10,11,-11
52126,-13,6,-13,10
52127,-2,14,12,-9
52128,7,-4,-12,1
52129,-5,-8,9,-10
52130,10,-12,2,5
52131,-4,13,12,-11
52132,-15,-9,10,9
52133,14,2,14,2
52134,9,13,-15,2
52135,15,0,10,-11
52136,-2,2,8,-2
52137,-4,-15,1,-10
52138,-12,-14,14,-7
52139,-14,-1,-8,-9
52140,-6,-2,11,12
52141,2,1,1,3
52142,-11,-12,12,-15
52143,-9,-4,2,15
52144,10,1,-11,-1
52145,1,14,-5,-3
52146,3,13,-12,-10
52147,-15,-7,15,-15
52148,12,-10,-12,4
52149,-10,3,12,-4
52150,7,9,-10,-15
52151,-8,6,-9,-13
52152,15,-11,11,15
52153,-12,-7,-8,8
52154,-8,14,9,0
52155,9,6,1,-14
52156,13,12,12,8
52157,-13,-13,-5,-11
52158,-12,-2,-9,-1
52159,10,14,-3,9
52160,-8,-12,4,11
52161,-12,-14,-8,-15
52162,-9,9,7,2
52163,-12,-4,-14,12
52164,-2,9,2,-6
52165,3,11,-2,8
52166,-1,-2,10,9
52167,-4,7,-6,0
52168,6,-10,-5,-7
52169,-11,-15,-11,4
52170,-5,11,4,8
52171,4,-6,0,-3
52172,7,-7,6,4
52173,7,13,1,-11
52174,-8,0,0,6
52175,8,-8,-9,5
52176,-12,2,-5,-10
52177,12,-6,9,-15
52178,4,-12,2,-5
52179,5,3,11,13
52180,15,-3,12,1
52181,4,12,-7,-15
52182,-1,5,6,-12
52183,-10,-2,10,-4
52184,-12,0,4,13
52185,-12,-4,-10,-6
52186,4,3,14,9
52187,11,4,-5,-4
52188,-7,-2,2,-10
52189,-7,10,15,10
52190,-14,5,3,-3
52191,4,-4,13,1
52192,-8,8,8,5
52193,15,-2,10,1
52194,15,8,-4,-13
52195,0,1,0,-14
52196,4,2,2,7
52197,-1,-4,11,10
52198,-14,-8,-11,7
52199,7,-8,1,-14
52200,14,-2,3,-2
52201,8,14,9,5
52202,-10,7,1,7
52203,-13,4,3,-2
52204,14,-9,-10,13
52205,-6,-3,-5,6
52206,12,-6,15,11
52207,-5,-3,-15,15
52208,-2,0,-13,-14
52209,15,3,8,-4
52210,-10,-12,-3,-10
52211,11,1,-6,-14
52212,-4,11,-15,-5
52213,-4,5,-10,6
52214,15,10,-15,11
52215,-7,3,11,8
52216,5,-12,5,2
52217,-3,5,-6,-14
52218,-14,-6,-4,13
52219,1,12,-9,-2
52220,15,0,0,9
52221,-3,9,3,-11
52222,7,-5,8,-5
52223,-9,-9,-7,15
52224,13,-4,-6,13
52225,14,6,-3,-11
52226,10,-10,-7,-2
52227,14,-4,2,12
52228,1,8,-15,-6
52229,-5,0,-6,-8
52230,7,-5,4,10
52231,14,-2,7,-11
52232,0,0,-7,-3
52233,3,-4,-5,-13
52234,14,-3,14,-13
52235,11,13,-13,14
52236,-15,-7,-3,-2
52237,13,-12,1,15
52238,-7,-14,-9,-1
52239,-7,14,1,1
52240,-12,12,-1,-3
52241,10,7,-11,-14
52242,11,-6,10,2
52243,12,1,-11,12
52244,-11,2,0,-6
52245,5,1,-9,6
52246,-1,10,11,8
52247,-10,-12,-6,4
52248,11,-2,-15,7
52249,2,2,1,13
52250,-8,-10,2,-15
52251,-8,-3,0,-12
52252,-6,0,-11,13
52253,-15,2,6,4
52254,-4,15,15,-8
52255,12,-4,-3,-14
52256,-5,3,-3,14
52257,-13,11,1,11
52258,-6,3,1,4
52259,-11,-6,13,2
52260,-6,-14,3,9
52261,-5,-2,-9,-15
52262,-4,-9,10,2
52263,14,-4,-3,-12
52264,-12,10,6,-1
52265,11,2,-1,14
52266,-4,-1,11,7
52267,8,7,-14,7
52268,7,13,3,15
52269,-1,12,3,3
52270,1,15,12,-8
52271,-3,14,3,4
52272,-6,-11,-14,3
52273,6,-2,1,-10
52274,2,14,-1,1
52275,15,-12,14,4
52276,-6,4,-14,-14
52277,-7,-13,5,-8
52278,-7,-12,15,2
52279,15,-8,-3,15
52280,-7,-13,-5,-3
52281,-15,2,-5,7
52282,-10,6,-6,-11
52283,11,8,-5,15
52284,8,-12,12,11
52285,11,2,-2,-10
52286,-7,-15,9,8
52287,4,7,-2,-2
52288,11,-14,-8,-4
52289,13,2,-12,8
52290,-11,7,-12,6
52291,6,2,14,-14
52292,-2,5,-13,10
52293,5,-5,15,7
52294,-8,-11,-14,10
52295,12,15,-2,1
52296,-6,3,6,5
52297,8,14,-6,15
52298,6,13,5,4
52299,4,-14,-8,-15
52300,6,-5,-4,-4
52301,2,-12,-4,-2
52302,-7,-9,-8,-10
52303,4,15,-1,12
52304,-9,6,13,-8
52305,-12,-5,8,7
52306,-10,-14,-5,0
52307,-5,-15,-3,1
52308,15,-12,15,-10
52309,-8,9,5,-7
52310,7,-15,9,-10
52311,7,12,-13,15
52312,-8,-8,13,2
52313,-10,-2,6,12
52314,6,14,3,6
52315,-4,-5,8,3
52316,-1,14,-5,-13
52317,15,5,-4,-8
52318,-13,15,-5,5
52319,11,2,-8,-12
52320,-5,-7,4,-9
52321,-3,1,4,-14
52322,14,-8,-12,-5
52323,-4,4,13,13
52324,0,3,-2,-4
52325,10,-3,0,-6
52326,12,14,-14,-7
52327,-5,1,-4,-13
52328,-6,-13,-5,3
52329,14,-10,1,5
52330,-2,-9,7,2
52331,-3,-10,-2,13
52332,-5,2,-7,-9
52333,-13,-2,15,-2
52334,14,-15,-10,8
52335,-14,-9,-15,-2
52336,11,12,14,14
52337,0,-7,10,3
52338,-6,10,-11,1
52339,8,1,-7,6
52340,-4,4,-15,-14
52341,0,-10,-11,-9
52342,11,-3,-15,-13
52343,-11,-5,8,-13
52344,7,15,-6,-8
52345,-2,0,3,-1
52346,5,-7,-12,4
52347,-2,-7,8,-12
52348,12,2,8,1
52349,-3,-6,-12,-5
52350,-6,-7,-4,-12
52351,9,5,-3,10
52352,-13,10,1,-9
52353,5,-1,-9,-14
52354,6,-2,15,-8
52355,8,-1,1,12
52356,-6,9,7,-1
52357,-12,-6,12,-15
52358,9,-1,2,-12
52359,-7,15,8,3
52360,8,-8,-8,-9
52361,-1,-5,-8,-13
52362,11,-8,10,7
52363,-9,-2,-3,11
52364,-5,-3,-11,9
52365,-5,9,8,-13
52366,7,6,-14,5
52367,-10,-11,-13,-2
52368,-11,5,-6,-14
52369,4,-12,2,-3
52370,-3,-13,0,-15
52371,-9,-6,-15,-10
52372,15,-13,12,-14
52373,-14,-7,-5,-13
52374,10,0,0,2
52375,9,2,-15,7
52376,7,12,5,-1
52377,4,8,-8,-14
52378,-7,-1,-2,6
52379,-1,-10,-8,-14
52380,-3,-8,12,2
52381,-7,-14,-15,-2
52382,-7,9,-15,-11
52383,15,12,12,11
52384,-9,6,-11,-4
52385,11,-5,14,-3
52386,-6,15,5,10
52387,12,8,-6,4
52388,-14,-4,-5,-14
52389,11,11,0,-1
52390,10,15,-15,-4
52391,4,-5,10,5
52392,-14,11,5,-11
52393,4,-11,-10,-6
52394,1,8,0,6
52395,6,-10,14,-8
52396,14,-11,-1,-5
52397,-5,13,-1,10
52398,-2,3,6,1
52399,-10,-4,10,-9
52400,15,5,11,-5
52401,-6,-13,-15,-4
52402,-6,-10,-6,11
52403,-3,5,9,-2
52404,-5,15,-7,12
52405,11,-6,0,-8
52406,-7,13,-11,-3
52407,-8,5,11,1
52408,-4,-11,-15,15
52409,-3,-1,-6,-15
52410,-9,-13,-2,8
52411,2,-5,4,-5
52412,9,0,-14,-9
52413,-14,-4,-7,3
52414,-14,2,4,-15
52415,13,-8,7,-15
52416,6,-8,15,0
52417,5,11,-1,-12
52418,4,-11,1,13
52419,6,-5,-9,-6
52420,-13,1,-5,8
52421,-6,-6,-15,8
52422,-15,-13,-5,3
52423,-5,11,7,8
52424,4,7,11,8
52425,-3,8,13,12
52426,-10,6,6,15
